title,doctype,keywords,collection,docno,relasedec,origclass,pagect,doccreation,docrelease,seqno,caseno,pubdate,file
CENTRAL INTELLIGENCE BULLETIN - 1961/03/04,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02026616,RIPPUB,U,17,"August 14, 2020","August 27, 2020",,,"March 4, 1961",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15815744%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/07/11,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02051068,RIPPUB,U,8,"June 6, 2019","June 27, 2019",,,"July 11, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15653057%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/08/19,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,05973594,RIPPUB,U,6,"June 6, 2019","June 27, 2019",,,"August 19, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15653015%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/10/11,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02977789,RIPPUB,U,14,"March 17, 2020","March 26, 2020",,,"October 11, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798954%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/05/17,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03161862,RIPPUB,U,14,"October 25, 2019","October 31, 2019",,,"May 17, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15740256%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/11/23,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03019092,RIPPUB,U,10,"September 20, 2019","September 26, 2019",,,"November 23, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722021%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/01/20,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02046529,RIPPUB,U,6,"May 24, 2019","May 30, 2019",,,"January 20, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15638418%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/09/27,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,05973627,RIPPUB,U,7,"June 6, 2019","June 27, 2019",,,"September 27, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15653086%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/03/13,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03023195,RIPPUB,U,18,"February 25, 2020","February 27, 2020",,,"March 12, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787571%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/06/18,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03185636,RIPPUB,U,7,"September 20, 2019","September 26, 2019",,,"June 18, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722701%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/06/26,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02872222,RIPPUB,U,8,"July 15, 2019","July 22, 2019",,,"June 26, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15671699%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/03/08,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02682862,RIPPUB,U,7,"March 18, 2019","March 28, 2019",,,"March 8, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15587357%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/08/19,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03172661,RIPPUB,U,18,"March 17, 2020","March 26, 2020",,,"August 19, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798745%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/05/19,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03179249,RIPPUB,U,17,"March 17, 2020","March 26, 2020",,,"May 19, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798997%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/11/07,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02027252,RIPPUB,U,9,"August 20, 2019","August 30, 2019",,,"November 7, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15706645%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/12/08,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03019104,RIPPUB,U,7,"September 20, 2019","September 26, 2019",,,"December 8, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15721914%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/04/01,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02977770,RIPPUB,U,12,"March 17, 2020","March 26, 2020",,,"April 1, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798971%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/08/07,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03185131,RIPPUB,U,11,"October 25, 2019","October 31, 2019",,,"August 7, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15742093%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/11/27,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03009171,RIPPUB,U,8,"August 20, 2019","August 30, 2019",,,"November 27, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15706741%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/10/13,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03183786,RIPPUB,U,11,"October 25, 2019","October 31, 2019",,,"October 13, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15742043%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/12/25,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03178390,RIPPUB,U,13,"October 25, 2019","October 31, 2019",,,"December 25, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15742056%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/03/05,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03162006,RIPPUB,U,8,"December 12, 2019","December 20, 2019",,,"March 5, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755698%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1961/05/04,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02049779,RIPPUB,U,19,"August 14, 2020","August 27, 2020",,,"May 4, 1961",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15815564%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/07/09,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03169494,RIPPUB,U,14,"January 27, 2020","January 30, 2020",,,"July 9, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777323%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/02/07,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02623666,RIPPUB,U,5,"May 24, 2019","May 30, 2019",,,"February 7, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15638337%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/08/23,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03193805,RIPPUB,U,11,"October 25, 2019","October 31, 2019",,,"August 23, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15741945%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1961/06/10,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02049799,RIPPUB,U,20,"August 14, 2020","August 27, 2020",,,"June 10, 1961",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15815596%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/07/24,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,06826587,RIPPUB,U,13,"February 25, 2020","February 27, 2020",,,"July 24, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787653%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/08/05,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,05973581,RIPPUB,U,7,"June 6, 2019","June 27, 2019",,,"August 5, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15652982%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/10/03,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02623661,RIPPUB,U,6,"April 15, 2019","April 22, 2019",,,"October 3, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15603078%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/09/07,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02745271,RIPPUB,U,8,"April 15, 2019","April 22, 2019",,,"September 7, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15603109%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/02/12,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03023216,RIPPUB,U,18,"February 25, 2020","February 27, 2020",,,"February 12, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787500%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1961/01/17,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02000175,RIPPUB,U,14,"August 14, 2020","August 27, 2020",,,"January 17, 1961",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15815628%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/08/26,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03006401,RIPPUB,U,8,"August 20, 2019","August 30, 2019",,,"August 26, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15706710%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/09/08,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03000937,RIPPUB,U,6,"August 20, 2019","August 30, 2019",,,"September 8, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15706807%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1961/05/02,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02001995,RIPPUB,U,18,"August 14, 2020","August 27, 2020",,,"May 2, 1961",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15815542%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/10/07,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02869424,RIPPUB,U,7,"July 15, 2019","July 22, 2019",,,"October 7, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677435%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/08/02,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03448335,RIPPUB,U,7,"September 20, 2019","September 26, 2019",,,"August 2, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722033%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/03/05,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02977766,RIPPUB,U,12,"March 17, 2020","March 26, 2020",,,"March 5, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15799014%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/12/24,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02020909,RIPPUB,U,7,"July 15, 2019","July 22, 2019",,,"December 24, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677549%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/12/25,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02008399,RIPPUB,U,7,"April 15, 2019","April 22, 2019",,,"December 25, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15603101%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/05/13,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03191539,RIPPUB,U,18,"February 25, 2020","February 27, 2020",,,"May 13, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787467%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/08/27,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03006402,RIPPUB,U,7,"August 20, 2019","August 30, 2019",,,"August 27, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15706870%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/04/19,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02995603,RIPPUB,U,10,"October 25, 2019","October 31, 2019",,,"April 19, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15740116%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/10/29,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,06232625,RIPPUB,U,17,"January 27, 2020","January 30, 2020",,,"October 29, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777383%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/11/02,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03017642,RIPPUB,U,8,"August 20, 2019","August 30, 2019",,,"November 2, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15706744%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/03/04,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03179151,RIPPUB,U,12,"October 25, 2019","October 31, 2019",,,"March 4, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15740206%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/02/21,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02046547,RIPPUB,U,8,"May 24, 2019","May 30, 2019",,,"February 21, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15638431%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/07/27,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03169398,RIPPUB,U,16,"December 12, 2019","December 20, 2019",,,"July 27, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15757465%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/12/01,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02993692,RIPPUB,U,12,"March 17, 2020","March 26, 2020",,,"December 1, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798897%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/04/27,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02995610,RIPPUB,U,10,"October 25, 2019","October 31, 2019",,,"April 27, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15740248%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/03/31,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03007373,RIPPUB,U,14,"March 17, 2020","March 26, 2020",,,"March 31, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798856%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/05/11,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03161858,RIPPUB,U,14,"October 25, 2019","October 31, 2019",,,"May 11, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15740186%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/03/24,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02050142,RIPPUB,U,5,"July 15, 2019","July 22, 2019",,,"March 24, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15671749%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/11/13,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02996965,RIPPUB,U,13,"September 20, 2019","September 26, 2019",,,"November 13, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722025%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/07/24,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03003004,RIPPUB,U,8,"December 12, 2019","December 20, 2019",,,"July 24, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15757463%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/10/10,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02066867,RIPPUB,U,17,"January 27, 2020","January 30, 2020",,,"October 10, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777438%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/04/11,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02977776,RIPPUB,U,16,"March 17, 2020","March 26, 2020",,,"April 11, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798974%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/09/08,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02027256,RIPPUB,U,12,"September 20, 2019","September 26, 2019",,,"September 8, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15721944%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/09/01,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03172473,RIPPUB,U,8,"January 27, 2020","January 30, 2020",,,"September 1, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777452%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/08/29,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02989916,RIPPUB,U,15,"February 25, 2020","February 27, 2020",,,"August 29, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787619%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/08/14,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03004990,RIPPUB,U,14,"February 25, 2020","February 27, 2020",,,"August 14, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787701%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/04/23,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03006395,RIPPUB,U,9,"August 20, 2019","August 30, 2019",,,"April 23, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15689570%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/05/12,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02901108,RIPPUB,U,6,"July 15, 2019","July 22, 2019",,,"May 12, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15671736%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1961/01/04,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03179294,RIPPUB,U,11,"August 14, 2020","August 27, 2020",,,"January 4, 1961",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15815579%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/12/09,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03191561,RIPPUB,U,11,"February 25, 2020","February 27, 2020",,,"December 9, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787648%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/07/11,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02988542,RIPPUB,U,14,"February 25, 2020","February 27, 2020",,,"July 11, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787750%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/06/30,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03001373,RIPPUB,U,7,"August 20, 2019","August 30, 2019",,,"June 30, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15689396%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/03/25,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02994000,RIPPUB,U,9,"August 20, 2019","August 30, 2019",,,"March 25, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15689515%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/08/24,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03006399,RIPPUB,U,7,"August 20, 2019","August 30, 2019",,,"August 24, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15706805%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/01/09,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02008409,RIPPUB,U,6,"May 24, 2019","May 30, 2019",,,"January 9, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15638428%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/08/24,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03172665,RIPPUB,U,18,"March 17, 2020","March 26, 2020",,,"August 24, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798876%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/03/28,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02893482,RIPPUB,U,9,"July 15, 2019","July 22, 2019",,,"March 28, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15671649%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/08/27,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03003005,RIPPUB,U,5,"December 12, 2019","December 20, 2019",,,"August 27, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15757333%5D.pdf
