title,doctype,keywords,collection,docno,relasedec,origclass,pagect,doccreation,docrelease,seqno,caseno,pubdate,file
CENTRAL INTELLIGENCE BULLETIN - 1959/06/15,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03163340,RIPPUB,U,17,"February 25, 2020","February 27, 2020",,,"June 15, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787574%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/10/29,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02970163,RIPPUB,U,6,"July 15, 2019","July 22, 2019",,,"October 29, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677470%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/07/28,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02872247,RIPPUB,U,7,"July 15, 2019","July 22, 2019",,,"July 28, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677520%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/03/18,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03177779,RIPPUB,U,10,"January 27, 2020","January 30, 2020",,,"March 18, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15772442%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/05/18,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02733127,RIPPUB,U,9,"March 18, 2019","March 28, 2019",,,"May 18, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15587433%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/12/15,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03020463,RIPPUB,U,12,"September 20, 2019","September 26, 2019",,,"December 15, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15721983%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/09/19,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03190610,RIPPUB,U,9,"December 12, 2019","December 20, 2019",,,"September 19, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15757433%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1961/05/26,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03007388,RIPPUB,U,14,"August 14, 2020","August 27, 2020",,,"May 26, 1961",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15816039%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/12/18,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02745284,RIPPUB,U,6,"April 15, 2019","April 22, 2019",,,"December 18, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15603303%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/07/11,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03169496,RIPPUB,U,19,"January 27, 2020","January 30, 2020",,,"July 11, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777325%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/08/06,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02020903,RIPPUB,U,6,"July 15, 2019","July 22, 2019",,,"August 6, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677467%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/10/13,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02730348,RIPPUB,U,9,"April 15, 2019","April 22, 2019",,,"October 13, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15603055%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/09/23,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03000912,RIPPUB,U,6,"August 20, 2019","August 30, 2019",,,"September 23, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15706876%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/06/25,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03189344,RIPPUB,U,14,"March 17, 2020","March 26, 2020",,,"June 25, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798921%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/10/03,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02998379,RIPPUB,U,20,"January 27, 2020","January 30, 2020",,,"October 3, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777360%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/06/13,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02989752,RIPPUB,U,11,"October 25, 2019","October 31, 2019",,,"June 13, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15740213%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/05/15,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03163333,RIPPUB,U,14,"February 25, 2020","February 27, 2020",,,"May 15, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787480%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/05/06,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02020559,RIPPUB,U,5,"May 24, 2019","May 30, 2019",,,"May 6, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15638406%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/08/06,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,05973582,RIPPUB,U,7,"June 6, 2019","June 27, 2019",,,"August 6, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15653013%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/08/06,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03017431,RIPPUB,U,7,"August 20, 2019","August 30, 2019",,,"August 6, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15706864%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/05/20,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02064589,RIPPUB,U,8,"May 24, 2019","May 30, 2019",,,"May 20, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15638356%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/12/15,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03179259,RIPPUB,U,12,"February 25, 2020","February 27, 2020",,,"December 15, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787730%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/05/30,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03002531,RIPPUB,U,10,"August 20, 2019","August 30, 2019",,,"May 30, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15689414%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/10/10,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02869427,RIPPUB,U,7,"July 15, 2019","July 22, 2019",,,"October 10, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677525%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/05/06,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03155126,RIPPUB,U,16,"February 25, 2020","February 27, 2020",,,"May 6, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787439%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/03/06,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02682860,RIPPUB,U,6,"March 18, 2019","March 28, 2019",,,"March 6, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15587380%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/07/28,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02989913,RIPPUB,U,10,"February 25, 2020","February 27, 2020",,,"July 28, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787695%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/04/09,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03177793,RIPPUB,U,15,"January 27, 2020","January 30, 2020",,,"April 9, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15772494%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/07/18,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03185122,RIPPUB,U,10,"October 25, 2019","October 31, 2019",,,"July 18, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15742397%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/03/31,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03156030,RIPPUB,U,18,"February 25, 2020","February 27, 2020",,,"March 31, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787427%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/03/10,SPECIALCOLLECTION,2018 Sanitization,Current/Central Intelligence Bulletin Collection,03177775,RIPPUB,U,16,"January 27, 2020","January 30, 2020",,,"March 10, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15772465%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/09/15,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03015179,RIPPUB,U,19,"October 25, 2019","October 31, 2019",,,"September 15, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15742060%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/02/02,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02046537,RIPPUB,U,10,"May 24, 2019","May 30, 2019",,,"February 2, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15638470%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/01/28,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03157469,RIPPUB,U,8,"September 20, 2019","September 26, 2019",,,"January 28, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722817%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/10/15,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03000973,RIPPUB,U,9,"September 20, 2019","September 26, 2019",,,"October 15, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15721996%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/05/02,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03148938,RIPPUB,U,12,"March 17, 2020","March 26, 2020",,,"May 2, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798795%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1961/01/05,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02000168,RIPPUB,U,18,"August 14, 2020","August 27, 2020",,,"January 5, 1961",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15815632%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/11/13,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02064607,RIPPUB,U,9,"June 6, 2019","June 27, 2019",,,"November 13, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15653073%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/05/12,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03160451,RIPPUB,U,11,"December 12, 2019","December 20, 2019",,,"May 12, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755654%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/07/09,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03189018,RIPPUB,U,8,"December 12, 2019","December 20, 2019",,,"July 9, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15757485%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/09/16,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03029881,RIPPUB,U,12,"February 25, 2020","February 27, 2020",,,"September 16, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787646%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/10/22,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02970159,RIPPUB,U,8,"July 15, 2019","July 22, 2019",,,"October 22, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677468%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/12/08,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02027253,RIPPUB,U,7,"August 20, 2019","August 30, 2019",,,"December 8, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15706835%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1961/04/13,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02001982,RIPPUB,U,22,"August 14, 2020","August 27, 2020",,,"April 13, 1961",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15815613%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/07/21,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03169393,RIPPUB,U,13,"December 12, 2019","December 20, 2019",,,"July 21, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15757444%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/04/17,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02893551,RIPPUB,U,7,"July 15, 2019","July 22, 2019",,,"April 17, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15671734%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1961/02/25,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03172678,RIPPUB,U,21,"August 14, 2020","August 27, 2020",,,"February 25, 1961",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15815631%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/03/24,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02733108,RIPPUB,U,6,"March 18, 2019","March 28, 2019",,,"March 24, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15587402%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/01/28,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03179137,RIPPUB,U,7,"October 25, 2019","October 31, 2019",,,"January 28, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15740093%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/05/08,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02995619,RIPPUB,U,8,"October 25, 2019","October 31, 2019",,,"May 8, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15740209%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/02/18,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03173540,RIPPUB,U,12,"March 17, 2020","March 26, 2020",,,"February 18, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798926%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/11/18,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03017654,RIPPUB,U,8,"August 20, 2019","August 30, 2019",,,"November 18, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15706833%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/11/27,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03007349,RIPPUB,U,12,"February 25, 2020","February 27, 2020",,,"November 27, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787686%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/11/02,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03178395,RIPPUB,U,14,"December 12, 2019","December 20, 2019",,,"November 2, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15757483%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/06/04,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03002534,RIPPUB,U,8,"August 20, 2019","August 30, 2019",,,"June 4, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15689654%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/05/13,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02733126,RIPPUB,U,9,"March 18, 2019","March 28, 2019",,,"May 13, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15587404%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/04/12,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03176555,RIPPUB,U,5,"March 18, 2019","March 28, 2019",,,"April 12, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15587407%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/10/08,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02026954,RIPPUB,U,9,"August 20, 2019","August 30, 2019",,,"October 8, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15706728%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/02/01,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02050113,RIPPUB,U,6,"July 15, 2019","July 22, 2019",,,"February 1, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15671748%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/06/11,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03001357,RIPPUB,U,10,"August 20, 2019","August 30, 2019",,,"June 11, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15689674%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/12/23,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03009189,RIPPUB,U,9,"August 20, 2019","August 30, 2019",,,"December 23, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15706856%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/02/19,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03023210,RIPPUB,U,15,"February 25, 2020","February 27, 2020",,,"February 19, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787424%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/11/15,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02993105,RIPPUB,U,10,"March 17, 2020","March 26, 2020",,,"November 15, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798935%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/02/16,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03172231,RIPPUB,U,11,"March 17, 2020","March 26, 2020",,,"February 16, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15799028%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/06/13,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03191548,RIPPUB,U,12,"February 25, 2020","February 27, 2020",,,"June 13, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787514%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/01/23,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03017662,RIPPUB,U,9,"September 20, 2019","September 26, 2019",,,"January 23, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722727%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/07/03,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02740735,RIPPUB,U,8,"April 15, 2019","April 22, 2019",,,"July 3, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15603083%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/01/21,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03017660,RIPPUB,U,9,"September 20, 2019","September 26, 2019",,,"January 21, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722815%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/12/06,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02739324,RIPPUB,U,7,"April 15, 2019","April 22, 2019",,,"December 6, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15603270%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/01/14,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03003780,RIPPUB,U,7,"August 20, 2019","August 30, 2019",,,"January 14, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15689675%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/02/22,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03173543,RIPPUB,U,8,"March 17, 2020","March 26, 2020",,,"February 22, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798885%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/02/08,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03157464,RIPPUB,U,6,"September 20, 2019","September 26, 2019",,,"February 8, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722685%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/12/20,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03000008,RIPPUB,U,21,"January 27, 2020","January 30, 2020",,,"December 20, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777427%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/07/28,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02740746,RIPPUB,U,8,"April 15, 2019","April 22, 2019",,,"July 28, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15603115%5D.pdf
